,time
3805,14.863
3806,14.867
3807,14.871
3808,14.875
3809,14.879
3810,14.883
3811,14.887
3812,14.891
3813,14.895
3814,14.898
3815,14.902
3816,14.906
3817,14.91
3818,14.914
3819,14.918
3820,14.922
3821,14.926
3822,14.93
3823,14.934
3824,14.938
3825,14.941
3826,14.945
3827,14.949
3828,14.953
3829,14.957
3830,14.961
3831,14.965
3832,14.969
3833,14.973
3834,14.977
3835,14.98
3836,14.984
3837,14.988
3838,14.992
3839,14.996
3840,15.0
3841,15.004
3842,15.008
3843,15.012
3844,15.016
3845,15.02
3846,15.023
3847,15.027
3848,15.031
3849,15.035
3850,15.039
3851,15.043
3852,15.047
3853,15.051
3854,15.055
3855,15.059
3856,15.062
3857,15.066
3858,15.07
3859,15.074
3860,15.078
3861,15.082
3862,15.086
3863,15.09
3864,15.094
3865,15.098
3866,15.102
3867,15.105
3868,15.109
3869,15.113
3870,15.117
3871,15.121
3872,15.125
3873,15.129
3874,15.133
3875,15.137
3876,15.141
3877,15.145
3878,15.148
3879,15.152
3880,15.156
3881,15.16
3882,15.164
3883,15.168
3884,15.172
3885,15.176
3886,15.18
3887,15.184
3888,15.188
3889,15.191
3890,15.195
3891,15.199
3892,15.203
3893,15.207
3894,15.211
3895,15.215
3896,15.219
3897,15.223
3898,15.227
3899,15.23
3900,15.234
3901,15.238
3902,15.242
3903,15.246
3904,15.25
3905,15.254
3906,15.258
3907,15.262
3908,15.266
3909,15.27
3910,15.273
3911,15.277
3912,15.281
3913,15.285
3914,15.289
3915,15.293
3916,15.297
3917,15.301
3918,15.305
3919,15.309
3920,15.312
3921,15.316
3922,15.32
3923,15.324
3924,15.328
3925,15.332
3926,15.336
3927,15.34
3928,15.344
3929,15.348
3930,15.352
3931,15.355
3932,15.359
3933,15.363
3934,15.367
3935,15.371
3936,15.375
3937,15.379
3938,15.383
3939,15.387
3940,15.391
3941,15.395
3942,15.398
3943,15.402
3944,15.406
3945,15.41
3946,15.414
3947,15.418
3948,15.422
3949,15.426
3950,15.43
3951,15.434
3952,15.438
3953,15.441
3954,15.445
3955,15.449
3956,15.453
3957,15.457
3958,15.461
3959,15.465
3960,15.469
3961,15.473
3962,15.477
3963,15.48
3964,15.484
3965,15.488
3966,15.492
3967,15.496
3968,15.5
3969,15.504
3970,15.508
3971,15.512
3972,15.516
3973,15.52
3974,15.523
3975,15.527
3976,15.531
3977,15.535
3978,15.539
3979,15.543
3980,15.547
3981,15.551
3982,15.555
3983,15.559
3984,15.562
3985,15.566
3986,15.57
3987,15.574
3988,15.578
3989,15.582
3990,15.586
3991,15.59
3992,15.594
3993,15.598
3994,15.602
3995,15.605
3996,15.609
3997,15.613
3998,15.617
3999,15.621
4000,15.625
4001,15.629
4002,15.633
4003,15.637
4004,15.641
4005,15.645
4006,15.648
4007,15.652
4008,15.656
4009,15.66
4010,15.664
4011,15.668
4012,15.672
4013,15.676
4014,15.68
4015,15.684
4016,15.688
4017,15.691
4018,15.695
4019,15.699
4020,15.703
4021,15.707
4022,15.711
4023,15.715
4024,15.719
4025,15.723
4026,15.727
4027,15.73
4028,15.734
4029,15.738
4030,15.742
4031,15.746
4032,15.75
4033,15.754
4034,15.758
4035,15.762
4036,15.766
4037,15.77
4038,15.773
4039,15.777
4040,15.781
4041,15.785
4042,15.789
4043,15.793
4044,15.797
4045,15.801
4046,15.805
4047,15.809
4048,15.812
4049,15.816
4050,15.82
4051,15.824
4052,15.828
4053,15.832
4054,15.836
4055,15.84
4056,15.844
4057,15.848
4058,15.852
4059,15.855
4060,15.859
4061,15.863
4062,15.867
4063,15.871
4064,15.875
4065,15.879
4066,15.883
4067,15.887
4068,15.891
4069,15.895
4070,15.898
4071,15.902
4072,15.906
4073,15.91
4074,15.914
4075,15.918
4076,15.922
4077,15.926
4078,15.93
4079,15.934
4080,15.938
4081,15.941
4082,15.945
4083,15.949
4084,15.953
4085,15.957
4086,15.961
4087,15.965
4088,15.969
4089,15.973
4090,15.977
4091,15.98
4092,15.984
4093,15.988
4094,15.992
4095,15.996
4096,16.0
4097,16.004
4098,16.008
4099,16.012
4100,16.016
4101,16.02
4102,16.023
4103,16.027
4104,16.031
4105,16.035
4106,16.039
4107,16.043
4108,16.047
4109,16.051
4110,16.055
4111,16.059
4112,16.062
4113,16.066
4114,16.07
4115,16.074
4116,16.078
4117,16.082
4118,16.086
4119,16.09
4120,16.094
4121,16.098
4122,16.102
4123,16.105
4124,16.109
4125,16.113
4126,16.117
4127,16.121
4128,16.125
4129,16.129
4130,16.133
4131,16.137
4132,16.141
4133,16.145
4134,16.148
4135,16.152
4136,16.156
4137,16.16
4138,16.164
4139,16.168
4140,16.172
4141,16.176
4142,16.18
4143,16.184
4144,16.188
4145,16.191
4146,16.195
4147,16.199
4148,16.203
4149,16.207
4150,16.211
4151,16.215
4152,16.219
4153,16.223
4154,16.227
4155,16.23
4156,16.234
4157,16.238
4158,16.242
4159,16.246
4160,16.25
4161,16.254
4162,16.258
4163,16.262
4164,16.266
4165,16.27
4166,16.273
4167,16.277
4168,16.281
4169,16.285
4170,16.289
4171,16.293
4172,16.297
4173,16.301
4174,16.305
4175,16.309
4176,16.312
4177,16.316
4178,16.32
4179,16.324
4180,16.328
4181,16.332
4182,16.336
4183,16.34
4184,16.344
4185,16.348
4186,16.352
4187,16.355
4188,16.359
4189,16.363
4190,16.367
4191,16.371
4192,16.375
4193,16.379
4194,16.383
4195,16.387
4196,16.391
4197,16.395
4198,16.398
4199,16.402
4200,16.406
4201,16.41
4202,16.414
4203,16.418
4204,16.422
4205,16.426
4206,16.43
4207,16.434
4208,16.438
4209,16.441
4210,16.445
4211,16.449
4212,16.453
4213,16.457
4214,16.461
4215,16.465
4216,16.469
4217,16.473
4218,16.477
4219,16.48
4220,16.484
4221,16.488
4222,16.492
4223,16.496
4224,16.5
4225,16.504
4226,16.508
4227,16.512
4228,16.516
4229,16.52
4230,16.523
4231,16.527
4232,16.531
4233,16.535
4234,16.539
4235,16.543
4236,16.547
4237,16.551
4238,16.555
4239,16.559
4240,16.562
4241,16.566
4242,16.57
4243,16.574
4244,16.578
4245,16.582
4246,16.586
4247,16.59
4248,16.594
4249,16.598
4250,16.602
4251,16.605
4252,16.609
4253,16.613
4254,16.617
4255,16.621
4256,16.625
4257,16.629
4258,16.633
4259,16.637
4260,16.641
4261,16.645
4262,16.648
4263,16.652
4264,16.656
4265,16.66
4266,16.664
4267,16.668
4268,16.672
4269,16.676
4270,16.68
4271,16.684
4272,16.688
4273,16.691
4274,16.695
4275,16.699
4276,16.703
4277,16.707
4278,16.711
4279,16.715
4280,16.719
4281,16.723
4282,16.727
4283,16.73
4284,16.734
4285,16.738
4286,16.742
4287,16.746
4288,16.75
4289,16.754
4290,16.758
4291,16.762
4292,16.766
4293,16.77
4294,16.773
4295,16.777
4296,16.781
4297,16.785
4298,16.789
4299,16.793
4300,16.797
4301,16.801
4302,16.805
4303,16.809
4304,16.812
4305,16.816
4306,16.82
4307,16.824
4308,16.828
4309,16.832
4310,16.836
4311,16.84
4312,16.844
4313,16.848
4314,16.852
4315,16.855
4316,16.859
4317,16.863
4318,16.867
4319,16.871
4320,16.875
4321,16.879
4322,16.883
4323,16.887
4324,16.891
4325,16.895
4326,16.898
4327,16.902
4328,16.906
4329,16.91
4330,16.914
4331,16.918
4332,16.922
4333,16.926
4334,16.93
4335,16.934
4336,16.938
4337,16.941
4338,16.945
4339,16.949
4340,16.953
4341,16.957
4342,16.961
4343,16.965
4344,16.969
4345,16.973
4346,16.977
4347,16.98
4348,16.984
4349,16.988
4350,16.992
4351,16.996
4352,17.0
4353,17.004
4354,17.008
4355,17.012
4356,17.016
4357,17.02
4358,17.023
4359,17.027
4360,17.031
4361,17.035
4362,17.039
4363,17.043
4364,17.047
4365,17.051
4366,17.055
4367,17.059
4368,17.062
4369,17.066
4370,17.07
4371,17.074
4372,17.078
4373,17.082
4374,17.086
4375,17.09
4376,17.094
4377,17.098
4378,17.102
4379,17.105
4380,17.109
4381,17.113
4382,17.117
4383,17.121
4384,17.125
4385,17.129
4386,17.133
4387,17.137
4388,17.141
4389,17.145
4390,17.148
4391,17.152
4392,17.156
4393,17.16
4394,17.164
4395,17.168
4396,17.172
4397,17.176
4398,17.18
4399,17.184
4400,17.188
4401,17.191
4402,17.195
4403,17.199
4404,17.203
4405,17.207
4406,17.211
4407,17.215
4408,17.219
4409,17.223
4410,17.227
4411,17.23
4412,17.234
4413,17.238
4414,17.242
4415,17.246
4416,17.25
4417,17.254
4418,17.258
4419,17.262
4420,17.266
4421,17.27
4422,17.273
4423,17.277
4424,17.281
4425,17.285
4426,17.289
4427,17.293
4428,17.297
4429,17.301
4430,17.305
4431,17.309
4432,17.312
4433,17.316
4434,17.32
4435,17.324
4436,17.328
4437,17.332
4438,17.336
4439,17.34
4440,17.344
4441,17.348
4442,17.352
4443,17.355
4444,17.359
4445,17.363
4446,17.367
4447,17.371
4448,17.375
4449,17.379
4450,17.383
4451,17.387
4452,17.391
4453,17.395
4454,17.398
4455,17.402
4456,17.406
4457,17.41
4458,17.414
4459,17.418
4460,17.422
4461,17.426
4462,17.43
4463,17.434
4464,17.438
4465,17.441
4466,17.445
4467,17.449
4468,17.453
4469,17.457
4470,17.461
4471,17.465
4472,17.469
4473,17.473
4474,17.477
4475,17.48
4476,17.484
4477,17.488
4478,17.492
4479,17.496
4480,17.5
4481,17.504
4482,17.508
4483,17.512
4484,17.516
4485,17.52
4486,17.523
4487,17.527
4488,17.531
4489,17.535
4490,17.539
4491,17.543
4492,17.547
4493,17.551
4494,17.555
4495,17.559
4496,17.562
4497,17.566
4498,17.57
4499,17.574
4500,17.578
4501,17.582
4502,17.586
4503,17.59
4504,17.594
4505,17.598
4506,17.602
4507,17.605
4508,17.609
4509,17.613
4510,17.617
4511,17.621
4512,17.625
4513,17.629
4514,17.633
4515,17.637
4516,17.641
4517,17.645
4518,17.648
4519,17.652
4520,17.656
4521,17.66
4522,17.664
4523,17.668
4524,17.672
4525,17.676
4526,17.68
4527,17.684
4528,17.688
4529,17.691
4530,17.695
4531,17.699
4532,17.703
4533,17.707
4534,17.711
4535,17.715
4536,17.719
4537,17.723
4538,17.727
4539,17.73
4540,17.734
4541,17.738
4542,17.742
4543,17.746
4544,17.75
4545,17.754
4546,17.758
4547,17.762
4548,17.766
4549,17.77
4550,17.773
4551,17.777
4552,17.781
4553,17.785
4554,17.789
4555,17.793
4556,17.797
4557,17.801
4558,17.805
4559,17.809
4560,17.812
4561,17.816
4562,17.82
4563,17.824
4564,17.828
4565,17.832
4566,17.836
4567,17.84
4568,17.844
4569,17.848
4570,17.852
4571,17.855
4572,17.859
4573,17.863
4574,17.867
4575,17.871
4576,17.875
4577,17.879
4578,17.883
4579,17.887
4580,17.891
4581,17.895
4582,17.898
4583,17.902
4584,17.906
4585,17.91
4586,17.914
4587,17.918
4588,17.922
4589,17.926
4590,17.93
4591,17.934
4592,17.938
4593,17.941
4594,17.945
4595,17.949
4596,17.953
4597,17.957
4598,17.961
4599,17.965
4600,17.969
4601,17.973
4602,17.977
4603,17.98
4604,17.984
4605,17.988
4606,17.992
4607,17.996
4608,18.0
4609,18.004
4610,18.008
4611,18.012
4612,18.016
4613,18.02
4614,18.023
4615,18.027
4616,18.031
4617,18.035
4618,18.039
4619,18.043
4620,18.047
4621,18.051
4622,18.055
4623,18.059
4624,18.062
4625,18.066
4626,18.07
4627,18.074
4628,18.078
4629,18.082
4630,18.086
4631,18.09
4632,18.094
4633,18.098
4634,18.102
4635,18.105
4636,18.109
4637,18.113
4638,18.117
4639,18.121
4640,18.125
4641,18.129
4642,18.133
4643,18.137
4644,18.141
4645,18.145
4646,18.148
4647,18.152
4648,18.156
4649,18.16
4650,18.164
4651,18.168
4652,18.172
4653,18.176
4654,18.18
4655,18.184
4656,18.188
4657,18.191
4658,18.195
4659,18.199
4660,18.203
4661,18.207
4662,18.211
4663,18.215
4664,18.219
4665,18.223
4666,18.227
4667,18.23
4668,18.234
4669,18.238
4670,18.242
4671,18.246
4672,18.25
4673,18.254
4674,18.258
4675,18.262
4676,18.266
4677,18.27
4678,18.273
4679,18.277
4680,18.281
4681,18.285
4682,18.289
4683,18.293
4684,18.297
4685,18.301
4686,18.305
4687,18.309
4688,18.312
4689,18.316
4690,18.32
4691,18.324
4692,18.328
4693,18.332
4694,18.336
4695,18.34
4696,18.344
4697,18.348
4698,18.352
4699,18.355
4700,18.359
4701,18.363
4702,18.367
4703,18.371
4704,18.375
4705,18.379
4706,18.383
4707,18.387
4708,18.391
4709,18.395
4710,18.398
4711,18.402
4712,18.406
4713,18.41
4714,18.414
4715,18.418
4716,18.422
4717,18.426
4718,18.43
4719,18.434
4720,18.438
4721,18.441
4722,18.445
4723,18.449
4724,18.453
4725,18.457
4726,18.461
4727,18.465
4728,18.469
4729,18.473
4730,18.477
4731,18.48
4732,18.484
4733,18.488
4734,18.492
4735,18.496
4736,18.5
4737,18.504
4738,18.508
4739,18.512
4740,18.516
4741,18.52
4742,18.523
4743,18.527
4744,18.531
4745,18.535
4746,18.539
4747,18.543
4748,18.547
4749,18.551
4750,18.555
4751,18.559
4752,18.562
4753,18.566
4754,18.57
4755,18.574
4756,18.578
4757,18.582
4758,18.586
4759,18.59
4760,18.594
4761,18.598
4762,18.602
4763,18.605
4764,18.609
4765,18.613
4766,18.617
4767,18.621
4768,18.625
4769,18.629
4770,18.633
4771,18.637
4772,18.641
4773,18.645
4774,18.648
4775,18.652
4776,18.656
4777,18.66
4778,18.664
4779,18.668
4780,18.672
4781,18.676
4782,18.68
4783,18.684
4784,18.688
4785,18.691
4786,18.695
4787,18.699
4788,18.703
4789,18.707
4790,18.711
4791,18.715
4792,18.719
4793,18.723
4794,18.727
4795,18.73
4796,18.734
4797,18.738
4798,18.742
4799,18.746
4800,18.75
4801,18.754
4802,18.758
4803,18.762
4804,18.766
4805,18.77
4806,18.773
4807,18.777
4808,18.781
4809,18.785
4810,18.789
4811,18.793
4812,18.797
4813,18.801
4814,18.805
4815,18.809
4816,18.812
4817,18.816
4818,18.82
4819,18.824
4820,18.828
4821,18.832
4822,18.836
4823,18.84
4824,18.844
4825,18.848
4826,18.852
4827,18.855
4828,18.859
4829,18.863
4830,18.867
4831,18.871
4832,18.875
4833,18.879
4834,18.883
4835,18.887
4836,18.891
4837,18.895
4838,18.898
4839,18.902
4840,18.906
4841,18.91
4842,18.914
4843,18.918
4844,18.922
4845,18.926
4846,18.93
4847,18.934
4848,18.938
4849,18.941
4850,18.945
4851,18.949
4852,18.953
4853,18.957
4854,18.961
4855,18.965
4856,18.969
4857,18.973
4858,18.977
4859,18.98
4860,18.984
4861,18.988
4862,18.992
4863,18.996
4864,19.0
4865,19.004
4866,19.008
4867,19.012
4868,19.016
4869,19.02
4870,19.023
4871,19.027
4872,19.031
4873,19.035
4874,19.039
4875,19.043
4876,19.047
4877,19.051
4878,19.055
4879,19.059
4880,19.062
4881,19.066
4882,19.07
4883,19.074
4884,19.078
4885,19.082
4886,19.086
4887,19.09
4888,19.094
4889,19.098
4890,19.102
4891,19.105
4892,19.109
4893,19.113
4894,19.117
4895,19.121
4896,19.125
4897,19.129
4898,19.133
4899,19.137
4900,19.141
4901,19.145
4902,19.148
4903,19.152
4904,19.156
4905,19.16
4906,19.164
4907,19.168
4908,19.172
4909,19.176
4910,19.18
4911,19.184
4912,19.188
4913,19.191
4914,19.195
4915,19.199
4916,19.203
4917,19.207
4918,19.211
4919,19.215
4920,19.219
4921,19.223
4922,19.227
4923,19.23
4924,19.234
4925,19.238
4926,19.242
4927,19.246
4928,19.25
4929,19.254
4930,19.258
4931,19.262
4932,19.266
4933,19.27
4934,19.273
4935,19.277
4936,19.281
4937,19.285
4938,19.289
4939,19.293
4940,19.297
4941,19.301
4942,19.305
4943,19.309
4944,19.312
4945,19.316
4946,19.32
4947,19.324
4948,19.328
4949,19.332
4950,19.336
4951,19.34
4952,19.344
4953,19.348
4954,19.352
4955,19.355
4956,19.359
4957,19.363
4958,19.367
4959,19.371
4960,19.375
4961,19.379
4962,19.383
4963,19.387
4964,19.391
4965,19.395
4966,19.398
4967,19.402
4968,19.406
4969,19.41
4970,19.414
4971,19.418
4972,19.422
4973,19.426
4974,19.43
4975,19.434
4976,19.438
4977,19.441
4978,19.445
4979,19.449
4980,19.453
4981,19.457
4982,19.461
4983,19.465
4984,19.469
4985,19.473
4986,19.477
4987,19.48
4988,19.484
4989,19.488
4990,19.492
4991,19.496
4992,19.5
4993,19.504
4994,19.508
4995,19.512
4996,19.516
4997,19.52
4998,19.523
4999,19.527
5000,19.531
5001,19.535
5002,19.539
5003,19.543
5004,19.547
5005,19.551
5006,19.555
5007,19.559
5008,19.562
5009,19.566
5010,19.57
5011,19.574
5012,19.578
5013,19.582
5014,19.586
5015,19.59
5016,19.594
5017,19.598
5018,19.602
5019,19.605
5020,19.609
5021,19.613
5022,19.617
5023,19.621
5024,19.625
5025,19.629
5026,19.633
5027,19.637
5028,19.641
5029,19.645
5030,19.648
5031,19.652
5032,19.656
5033,19.66
5034,19.664
5035,19.668
5036,19.672
5037,19.676
5038,19.68
5039,19.684
5040,19.688
5041,19.691
5042,19.695
5043,19.699
5044,19.703
5045,19.707
5046,19.711
5047,19.715
5048,19.719
5049,19.723
5050,19.727
5051,19.73
5052,19.734
5053,19.738
5054,19.742
5055,19.746
5056,19.75
5057,19.754
5058,19.758
5059,19.762
5060,19.766
5061,19.77
5062,19.773
5063,19.777
5064,19.781
5065,19.785
5066,19.789
5067,19.793
5068,19.797
5069,19.801
5070,19.805
5071,19.809
5072,19.812
5073,19.816
5074,19.82
5075,19.824
5076,19.828
5077,19.832
5078,19.836
5079,19.84
5080,19.844
5081,19.848
5082,19.852
5083,19.855
5084,19.859
5085,19.863
5086,19.867
5087,19.871
5088,19.875
5089,19.879
5090,19.883
5091,19.887
5092,19.891
5093,19.895
5094,19.898
5095,19.902
5096,19.906
5097,19.91
5098,19.914
5099,19.918
5100,19.922
5101,19.926
5102,19.93
5103,19.934
5104,19.938
5105,19.941
5106,19.945
5107,19.949
5108,19.953
5109,19.957
5110,19.961
5111,19.965
5112,19.969
5113,19.973
5114,19.977
5115,19.98
5116,19.984
5117,19.988
5118,19.992
5119,19.996
5120,20.0
5121,20.004
5122,20.008
5123,20.012
5124,20.016
5125,20.02
5126,20.023
5127,20.027
5128,20.031
5129,20.035
5130,20.039
5131,20.043
5132,20.047
5133,20.051
5134,20.055
5135,20.059
5136,20.062
5137,20.066
5138,20.07
5139,20.074
5140,20.078
5141,20.082
5142,20.086
5143,20.09
5144,20.094
5145,20.098
5146,20.102
5147,20.105
5148,20.109
5149,20.113
5150,20.117
5151,20.121
5152,20.125
5153,20.129
5154,20.133
5155,20.137
5156,20.141
5157,20.145
5158,20.148
5159,20.152
5160,20.156
5161,20.16
5162,20.164
5163,20.168
5164,20.172
5165,20.176
5166,20.18
5167,20.184
5168,20.188
5169,20.191
5170,20.195
5171,20.199
5172,20.203
5173,20.207
5174,20.211
5175,20.215
5176,20.219
5177,20.223
5178,20.227
5179,20.23
5180,20.234
5181,20.238
5182,20.242
5183,20.246
5184,20.25
5185,20.254
5186,20.258
5187,20.262
5188,20.266
5189,20.27
5190,20.273
5191,20.277
5192,20.281
5193,20.285
5194,20.289
5195,20.293
5196,20.297
5197,20.301
5198,20.305
5199,20.309
5200,20.312
5201,20.316
5202,20.32
5203,20.324
5204,20.328
5205,20.332
5206,20.336
5207,20.34
5208,20.344
5209,20.348
5210,20.352
5211,20.355
5212,20.359
5213,20.363
5214,20.367
5215,20.371
5216,20.375
5217,20.379
5218,20.383
5219,20.387
5220,20.391
5221,20.395
5222,20.398
5223,20.402
5224,20.406
5225,20.41
5226,20.414
5227,20.418
5228,20.422
5229,20.426
5230,20.43
5231,20.434
5232,20.438
5233,20.441
5234,20.445
5235,20.449
5236,20.453
5237,20.457
5238,20.461
5239,20.465
5240,20.469
5241,20.473
5242,20.477
5243,20.48
5244,20.484
5245,20.488
5246,20.492
5247,20.496
5248,20.5
5249,20.504
5250,20.508
5251,20.512
5252,20.516
5253,20.52
5254,20.523
5255,20.527
5256,20.531
5257,20.535
5258,20.539
5259,20.543
5260,20.547
5261,20.551
5262,20.555
5263,20.559
5264,20.562
5265,20.566
5266,20.57
5267,20.574
5268,20.578
5269,20.582
5270,20.586
5271,20.59
5272,20.594
5273,20.598
5274,20.602
5275,20.605
5276,20.609
5277,20.613
5278,20.617
5279,20.621
5280,20.625
5281,20.629
5282,20.633
5283,20.637
5284,20.641
5285,20.645
5286,20.648
5287,20.652
5288,20.656
5289,20.66
5290,20.664
5291,20.668
5292,20.672
5293,20.676
5294,20.68
5295,20.684
5296,20.688
5297,20.691
5298,20.695
5299,20.699
5300,20.703
5301,20.707
5302,20.711
5303,20.715
5304,20.719
5305,20.723
5306,20.727
5307,20.73
5308,20.734
5309,20.738
5310,20.742
5311,20.746
5312,20.75
5313,20.754
5314,20.758
5315,20.762
5316,20.766
5317,20.77
5318,20.773
5319,20.777
5320,20.781
5321,20.785
5322,20.789
5323,20.793
5324,20.797
5325,20.801
5326,20.805
5327,20.809
5328,20.812
5329,20.816
5330,20.82
5331,20.824
5332,20.828
5333,20.832
5334,20.836
5335,20.84
5336,20.844
5337,20.848
5338,20.852
5339,20.855
5340,20.859
5341,20.863
5342,20.867
5343,20.871
5344,20.875
5345,20.879
5346,20.883
5347,20.887
5348,20.891
5349,20.895
5350,20.898
5351,20.902
5352,20.906
5353,20.91
5354,20.914
5355,20.918
5356,20.922
5357,20.926
5358,20.93
5359,20.934
5360,20.938
5361,20.941
5362,20.945
5363,20.949
5364,20.953
5365,20.957
5366,20.961
5367,20.965
5368,20.969
5369,20.973
5370,20.977
5371,20.98
5372,20.984
5373,20.988
5374,20.992
5375,20.996
5376,21.0
5377,21.004
5378,21.008
5379,21.012
5380,21.016
5381,21.02
5382,21.023
5383,21.027
5384,21.031
5385,21.035
5386,21.039
5387,21.043
5388,21.047
5389,21.051
5390,21.055
5391,21.059
5392,21.062
5393,21.066
5394,21.07
5395,21.074
5396,21.078
5397,21.082
5398,21.086
5399,21.09
5400,21.094
5401,21.098
5402,21.102
5403,21.105
5404,21.109
5405,21.113
5406,21.117
5407,21.121
5408,21.125
5409,21.129
5410,21.133
5411,21.137
5412,21.141
5413,21.145
5414,21.148
5415,21.152
5416,21.156
5417,21.16
5418,21.164
5419,21.168
5420,21.172
5421,21.176
5422,21.18
5423,21.184
5424,21.188
5425,21.191
5426,21.195
5427,21.199
5428,21.203
5429,21.207
5430,21.211
5431,21.215
5432,21.219
5433,21.223
5434,21.227
5435,21.23
5436,21.234
5437,21.238
5438,21.242
5439,21.246
5440,21.25
5441,21.254
5442,21.258
5443,21.262
5444,21.266
5445,21.27
5446,21.273
5447,21.277
5448,21.281
5449,21.285
5450,21.289
5451,21.293
5452,21.297
5453,21.301
5454,21.305
5455,21.309
5456,21.312
5457,21.316
5458,21.32
5459,21.324
5460,21.328
5461,21.332
5462,21.336
5463,21.34
5464,21.344
5465,21.348
5466,21.352
5467,21.355
5468,21.359
5469,21.363
5470,21.367
5471,21.371
5472,21.375
5473,21.379
5474,21.383
5475,21.387
5476,21.391
5477,21.395
5478,21.398
5479,21.402
5480,21.406
5481,21.41
5482,21.414
5483,21.418
5484,21.422
5485,21.426
5486,21.43
5487,21.434
5488,21.438
5489,21.441
5490,21.445
5491,21.449
5492,21.453
5493,21.457
5494,21.461
5495,21.465
5496,21.469
5497,21.473
5498,21.477
5499,21.48
5500,21.484
5501,21.488
5502,21.492
5503,21.496
5504,21.5
5505,21.504
5506,21.508
5507,21.512
5508,21.516
5509,21.52
5510,21.523
5511,21.527
5512,21.531
5513,21.535
5514,21.539
5515,21.543
5516,21.547
5517,21.551
5518,21.555
5519,21.559
5520,21.562
5521,21.566
5522,21.57
5523,21.574
5524,21.578
5525,21.582
5526,21.586
5527,21.59
5528,21.594
5529,21.598
5530,21.602
5531,21.605
5532,21.609
5533,21.613
5534,21.617
5535,21.621
5536,21.625
5537,21.629
5538,21.633
5539,21.637
5540,21.641
5541,21.645
5542,21.648
5543,21.652
5544,21.656
5545,21.66
5546,21.664
5547,21.668
5548,21.672
5549,21.676
5550,21.68
5551,21.684
5552,21.688
5553,21.691
5554,21.695
5555,21.699
5556,21.703
5557,21.707
5558,21.711
5559,21.715
5560,21.719
5561,21.723
5562,21.727
5563,21.73
5564,21.734
5565,21.738
5566,21.742
5567,21.746
5568,21.75
5569,21.754
5570,21.758
5571,21.762
5572,21.766
5573,21.77
5574,21.773
5575,21.777
5576,21.781
5577,21.785
5578,21.789
5579,21.793
5580,21.797
5581,21.801
5582,21.805
5583,21.809
5584,21.812
5585,21.816
5586,21.82
5587,21.824
5588,21.828
5589,21.832
5590,21.836
5591,21.84
5592,21.844
5593,21.848
5594,21.852
5595,21.855
5596,21.859
5597,21.863
5598,21.867
5599,21.871
5600,21.875
5601,21.879
5602,21.883
5603,21.887
5604,21.891
5605,21.895
5606,21.898
5607,21.902
5608,21.906
5609,21.91
5610,21.914
5611,21.918
5612,21.922
5613,21.926
5614,21.93
5615,21.934
5616,21.938
5617,21.941
5618,21.945
5619,21.949
5620,21.953
5621,21.957
5622,21.961
5623,21.965
5624,21.969
5625,21.973
5626,21.977
5627,21.98
5628,21.984
5629,21.988
5630,21.992
5631,21.996
5632,22.0
5633,22.004
5634,22.008
5635,22.012
5636,22.016
5637,22.02
5638,22.023
5639,22.027
5640,22.031
5641,22.035
5642,22.039
5643,22.043
5644,22.047
5645,22.051
5646,22.055
5647,22.059
5648,22.062
5649,22.066
5650,22.07
5651,22.074
5652,22.078
5653,22.082
5654,22.086
5655,22.09
5656,22.094
5657,22.098
5658,22.102
5659,22.105
5660,22.109
5661,22.113
5662,22.117
5663,22.121
5664,22.125
5665,22.129
5666,22.133
5667,22.137
5668,22.141
5669,22.145
5670,22.148
5671,22.152
5672,22.156
5673,22.16
5674,22.164
5675,22.168
5676,22.172
5677,22.176
5678,22.18
5679,22.184
5680,22.188
5681,22.191
5682,22.195
5683,22.199
5684,22.203
5685,22.207
5686,22.211
5687,22.215
5688,22.219
5689,22.223
5690,22.227
5691,22.23
5692,22.234
5693,22.238
5694,22.242
5695,22.246
5696,22.25
5697,22.254
5698,22.258
5699,22.262
5700,22.266
5701,22.27
5702,22.273
5703,22.277
5704,22.281
5705,22.285
5706,22.289
5707,22.293
5708,22.297
5709,22.301
5710,22.305
5711,22.309
5712,22.312
5713,22.316
5714,22.32
5715,22.324
5716,22.328
5717,22.332
5718,22.336
5719,22.34
5720,22.344
5721,22.348
5722,22.352
5723,22.355
5724,22.359
5725,22.363
5726,22.367
5727,22.371
5728,22.375
5729,22.379
5730,22.383
5731,22.387
5732,22.391
5733,22.395
5734,22.398
5735,22.402
5736,22.406
5737,22.41
5738,22.414
5739,22.418
5740,22.422
5741,22.426
5742,22.43
5743,22.434
5744,22.438
5745,22.441
5746,22.445
5747,22.449
5748,22.453
5749,22.457
5750,22.461
5751,22.465
5752,22.469
5753,22.473
5754,22.477
5755,22.48
5756,22.484
5757,22.488
5758,22.492
5759,22.496
5760,22.5
5761,22.504
5762,22.508
5763,22.512
5764,22.516
5765,22.52
5766,22.523
5767,22.527
5768,22.531
5769,22.535
5770,22.539
5771,22.543
5772,22.547
5773,22.551
5774,22.555
5775,22.559
5776,22.562
5777,22.566
5778,22.57
5779,22.574
5780,22.578
5781,22.582
5782,22.586
5783,22.59
5784,22.594
5785,22.598
5786,22.602
5787,22.605
5788,22.609
5789,22.613
5790,22.617
5791,22.621
5792,22.625
5793,22.629
5794,22.633
5795,22.637
5796,22.641
5797,22.645
5798,22.648
5799,22.652
5800,22.656
5801,22.66
5802,22.664
5803,22.668
